編號,時間,區,村里,村里代碼,年齡區間,性別,案件類型,總計
ID_00641,105年2月,內湖區,紫星里,63000100011,40-未滿65歲,女,非保護性案件,1
ID_00642,105年2月,內湖區,紫陽里,63000100019,6-未滿12歲,男,兒少保護,1
ID_00643,105年2月,內湖區,瑞光里,63000100021,65歲以上,男,婚姻暴力,1
ID_00644,105年2月,內湖區,碧山里,63000100015,40-未滿65歲,女,婚姻暴力,1
ID_00645,105年2月,內湖區,麗山里,63000100038,40-未滿65歲,女,婚姻暴力,1
ID_00646,105年2月,文山區,不明,不明,12-未滿18歲,女,兒少保護,3
ID_00647,105年2月,文山區,不明,不明,12-未滿18歲,女,非保護性案件,1
ID_00648,105年2月,文山區,不明,不明,12-未滿18歲,男,其他家虐,4
ID_00649,105年2月,文山區,不明,不明,12-未滿18歲,男,非保護性案件,1
ID_00650,105年2月,文山區,不明,不明,18-未滿20歲,女,非保護性案件,1
ID_00651,105年2月,文山區,不明,不明,20-未滿40歲,女,其他家虐,3
ID_00652,105年2月,文山區,不明,不明,20-未滿40歲,女,非保護性案件,1
ID_00653,105年2月,文山區,不明,不明,20-未滿40歲,女,婚姻暴力,7
ID_00654,105年2月,文山區,不明,不明,20-未滿40歲,男,其他家虐,4
ID_00655,105年2月,文山區,不明,不明,20-未滿40歲,男,非保護性案件,1
ID_00656,105年2月,文山區,不明,不明,20-未滿40歲,男,婚姻暴力,2
ID_00657,105年2月,文山區,不明,不明,40-未滿65歲,女,其他家虐,8
ID_00658,105年2月,文山區,不明,不明,40-未滿65歲,女,婚姻暴力,8
ID_00659,105年2月,文山區,不明,不明,40-未滿65歲, ,其他家虐,1
ID_00660,105年2月,文山區,不明,不明,40-未滿65歲,男,其他家虐,2
ID_00661,105年2月,文山區,不明,不明,40-未滿65歲,男,非保護性案件,1
ID_00662,105年2月,文山區,不明,不明,40-未滿65歲,男,婚姻暴力,4
ID_00663,105年2月,文山區,不明,不明,65歲以上,女,老人虐待,3
ID_00664,105年2月,文山區,不明,不明,65歲以上,男,老人虐待,2
ID_00665,105年2月,文山區,不明,不明,65歲以上,男,婚姻暴力,1
ID_00666,105年2月,文山區,不明,不明,未滿6歲,男,非保護性案件,1
ID_00667,105年2月,文山區,木新里,63000080028,20-未滿40歲,女,婚姻暴力,1
ID_00668,105年2月,文山區,木新里,63000080028,40-未滿65歲,女,婚姻暴力,1
ID_00669,105年2月,文山區,忠順里,63000080038,40-未滿65歲,女,其他家虐,1
ID_00670,105年2月,文山區,忠順里,63000080038,40-未滿65歲,女,婚姻暴力,3
ID_00671,105年2月,文山區,明義里,63000080025,40-未滿65歲,女,婚姻暴力,1
ID_00672,105年2月,文山區,政大里,63000080040,65歲以上,女,不明,1
ID_00673,105年2月,文山區,景仁里,63000080005,65歲以上,女,老人虐待,1
ID_00674,105年2月,文山區,景東里,63000080002,40-未滿65歲,男,其他家虐,1
ID_00675,105年2月,文山區,景東里,63000080002,65歲以上,男,婚姻暴力,1
ID_00676,105年2月,文山區,景美里,63000080003,20-未滿40歲,女,其他家虐,1
ID_00677,105年2月,文山區,景華里,63000080006,20-未滿40歲,男,其他家虐,1
ID_00678,105年2月,文山區,華興里,63000080024,40-未滿65歲,女,婚姻暴力,1
ID_00679,105年2月,文山區,華興里,63000080024,65歲以上,女,老人虐待,1
ID_00680,105年2月,文山區,華興里,63000080024,65歲以上,男,老人虐待,1
ID_00681,105年2月,文山區,順興里,63000080029,20-未滿40歲,女,婚姻暴力,1
ID_00682,105年2月,文山區,順興里,63000080029,40-未滿65歲,女,婚姻暴力,1
ID_00683,105年2月,文山區,萬和里,63000080011,65歲以上,女,婚姻暴力,1
ID_00684,105年2月,文山區,萬芳里,63000080033,20-未滿40歲,男,婚姻暴力,1
ID_00685,105年2月,文山區,萬盛里,63000080012,65歲以上,女,不明,1
ID_00686,105年2月,文山區,萬隆里,63000080009,40-未滿65歲,女,其他家虐,1
ID_00687,105年2月,文山區,試院里,63000080023,20-未滿40歲,男,婚姻暴力,1
ID_00688,105年2月,文山區,試院里,63000080023,40-未滿65歲,男,其他家虐,1
ID_00689,105年2月,文山區,樟文里,63000080041,12-未滿18歲,男,兒少保護,1
ID_00690,105年2月,文山區,樟文里,63000080041,65歲以上,女,老人虐待,1
ID_00691,105年2月,文山區,樟新里,63000080031,12-未滿18歲,女,兒少保護,1
ID_00692,105年2月,文山區,樟樹里,63000080043,6-未滿12歲,女,兒少保護,1
ID_00693,105年2月,文山區,興安里,63000080018,未滿6歲,女,兒少保護,1
ID_00694,105年2月,文山區,興邦里,63000080042,20-未滿40歲,女,非保護性案件,1
ID_00695,105年2月,文山區,興邦里,63000080042,40-未滿65歲,女,婚姻暴力,1
ID_00696,105年2月,文山區,興旺里,63000080020,20-未滿40歲,女,婚姻暴力,1
ID_00697,105年2月,文山區,興旺里,63000080020,40-未滿65歲,女,婚姻暴力,1
ID_00698,105年2月,文山區,興旺里,63000080020,40-未滿65歲,男,其他家虐,1
ID_00699,105年2月,文山區,興旺里,63000080020,40-未滿65歲,男,非保護性案件,1
ID_00700,105年2月,文山區,興家里,63000080015,65歲以上,女,婚姻暴力,1
ID_00701,105年2月,北投區,一德里,63000120037,40-未滿65歲,女,其他家虐,1
ID_00702,105年2月,北投區,一德里,63000120037,40-未滿65歲,女,婚姻暴力,1
ID_00703,105年2月,北投區,一德里,63000120037,未滿6歲,男,兒少保護,1
ID_00704,105年2月,北投區,不明,不明,12-未滿18歲,女,其他家虐,1
ID_00705,105年2月,北投區,不明,不明,12-未滿18歲,女,非保護性案件,1
ID_00706,105年2月,北投區,不明,不明,12-未滿18歲,男,兒少保護,1
ID_00707,105年2月,北投區,不明,不明,18-未滿20歲,女,其他家虐,1
ID_00708,105年2月,北投區,不明,不明,20-未滿40歲,女,其他家虐,5
ID_00709,105年2月,北投區,不明,不明,20-未滿40歲,女,婚姻暴力,14
ID_00710,105年2月,北投區,不明,不明,20-未滿40歲, ,其他家虐,1
ID_00711,105年2月,北投區,不明,不明,20-未滿40歲,男,其他家虐,1
ID_00712,105年2月,北投區,不明,不明,20-未滿40歲,男,非保護性案件,1
ID_00713,105年2月,北投區,不明,不明,20-未滿40歲,男,婚姻暴力,3
ID_00714,105年2月,北投區,不明,不明,40-未滿65歲,女,其他家虐,4
ID_00715,105年2月,北投區,不明,不明,40-未滿65歲,女,非保護性案件,3
ID_00716,105年2月,北投區,不明,不明,40-未滿65歲,女,婚姻暴力,8
ID_00717,105年2月,北投區,不明,不明,40-未滿65歲, ,婚姻暴力,1
ID_00718,105年2月,北投區,不明,不明,40-未滿65歲,男,其他家虐,3
ID_00719,105年2月,北投區,不明,不明,40-未滿65歲,男,非保護性案件,1
ID_00720,105年2月,北投區,不明,不明,40-未滿65歲,男,婚姻暴力,4
ID_00721,105年2月,北投區,不明,不明,65歲以上,女,老人虐待,1
ID_00722,105年2月,北投區,不明,不明,65歲以上,女,婚姻暴力,1
ID_00723,105年2月,北投區,不明,不明,65歲以上,男,老人虐待,1
ID_00724,105年2月,北投區,不明,不明,6-未滿12歲,女,兒少保護,1
ID_00725,105年2月,北投區,不明,不明,未滿6歲,女,非保護性案件,1
ID_00726,105年2月,北投區,永和里,63000120009,6-未滿12歲,男,非保護性案件,1
ID_00727,105年2月,北投區,永明里,63000120011,20-未滿40歲,女,婚姻暴力,1
ID_00728,105年2月,北投區,永欣里,63000120010,18-未滿20歲,女,婚姻暴力,1
ID_00729,105年2月,北投區,立農里,63000120017,20-未滿40歲,女,其他家虐,1
ID_00730,105年2月,北投區,吉利里,63000120013,12-未滿18歲, ,非保護性案件,1
ID_00731,105年2月,北投區,秀山里,63000120032,65歲以上,女,婚姻暴力,1
ID_00732,105年2月,北投區,奇岩里,63000120020,40-未滿65歲,女,其他家虐,3
ID_00733,105年2月,北投區,奇岩里,63000120020,40-未滿65歲,男,其他家虐,2
ID_00734,105年2月,北投區,奇岩里,63000120020,未滿6歲,女,非保護性案件,1
ID_00735,105年2月,北投區,林泉里,63000120026,40-未滿65歲,男,其他家虐,1
ID_00736,105年2月,北投區,振華里,63000120008,40-未滿65歲,女,婚姻暴力,1
ID_00737,105年2月,北投區,尊賢里,63000120015,40-未滿65歲,女,其他家虐,1
ID_00738,105年2月,北投區,智仁里,63000120031,18-未滿20歲,女,婚姻暴力,1
ID_00739,105年2月,北投區,智仁里,63000120031,40-未滿65歲,女,其他家虐,1
ID_00740,105年2月,北投區,稻香里,63000120035,20-未滿40歲,女,婚姻暴力,1
ID_00741,105年2月,北投區,關渡里,63000120038,20-未滿40歲,男,其他家虐,1
ID_00742,105年2月,北投區,關渡里,63000120038,40-未滿65歲,女,其他家虐,1
ID_00743,105年2月,北投區,關渡里,63000120038,40-未滿65歲,男,其他家虐,1
ID_00744,105年2月,北投區,關渡里,63000120038,65歲以上,女,老人虐待,1
ID_00745,105年2月,松山區,不明,不明,12-未滿18歲,男,兒少保護,2
ID_00746,105年2月,松山區,不明,不明,18-未滿20歲,女,其他家虐,1
ID_00747,105年2月,松山區,不明,不明,20-未滿40歲,女,其他家虐,2
ID_00748,105年2月,松山區,不明,不明,20-未滿40歲,女,非保護性案件,3
ID_00749,105年2月,松山區,不明,不明,20-未滿40歲,女,婚姻暴力,7
ID_00750,105年2月,松山區,不明,不明,20-未滿40歲,男,婚姻暴力,1
ID_00751,105年2月,松山區,不明,不明,40-未滿65歲,女,其他家虐,2
ID_00752,105年2月,松山區,不明,不明,40-未滿65歲,女,非保護性案件,1
ID_00753,105年2月,松山區,不明,不明,40-未滿65歲,女,婚姻暴力,7
ID_00754,105年2月,松山區,不明,不明,40-未滿65歲, ,婚姻暴力,1
ID_00755,105年2月,松山區,不明,不明,40-未滿65歲,男,其他家虐,3
ID_00756,105年2月,松山區,不明,不明,40-未滿65歲,男,非保護性案件,1
ID_00757,105年2月,松山區,不明,不明,40-未滿65歲,男,婚姻暴力,3
ID_00758,105年2月,松山區,不明,不明,65歲以上,女,婚姻暴力,2
ID_00759,105年2月,松山區,不明,不明,65歲以上, ,婚姻暴力,1
ID_00760,105年2月,松山區,不明,不明,65歲以上,男,老人虐待,1
ID_00761,105年2月,松山區,不明,不明,6-未滿12歲,女,非保護性案件,1
ID_00762,105年2月,松山區,不明,不明,未滿6歲,女,非保護性案件,1
ID_00763,105年2月,松山區,富泰里,63000010008,12-未滿18歲,女,兒少保護,1
ID_00764,105年2月,松山區,復盛里,63000010025,65歲以上,男,婚姻暴力,1
ID_00765,105年2月,松山區,新東里,63000010007,40-未滿65歲,男,其他家虐,1
ID_00766,105年2月,信義區,不明,不明,12-未滿18歲,女,非保護性案件,3
ID_00767,105年2月,信義區,不明,不明,18-未滿20歲,女,其他家虐,1
ID_00768,105年2月,信義區,不明,不明,20-未滿40歲,女,其他家虐,3
ID_00769,105年2月,信義區,不明,不明,20-未滿40歲,女,非保護性案件,1
ID_00770,105年2月,信義區,不明,不明,20-未滿40歲,女,婚姻暴力,13
ID_00771,105年2月,信義區,不明,不明,20-未滿40歲,男,其他家虐,2
ID_00772,105年2月,信義區,不明,不明,20-未滿40歲,男,婚姻暴力,2
ID_00773,105年2月,信義區,不明,不明,40-未滿65歲,女,其他家虐,4
ID_00774,105年2月,信義區,不明,不明,40-未滿65歲,女,非保護性案件,1
ID_00775,105年2月,信義區,不明,不明,40-未滿65歲,女,婚姻暴力,12
ID_00776,105年2月,信義區,不明,不明,40-未滿65歲, ,婚姻暴力,1
ID_00777,105年2月,信義區,不明,不明,40-未滿65歲,男,其他家虐,3
ID_00778,105年2月,信義區,不明,不明,40-未滿65歲,男,婚姻暴力,1
ID_00779,105年2月,信義區,不明,不明,65歲以上,女,老人虐待,4
ID_00780,105年2月,信義區,不明,不明,65歲以上,女,其他家虐,1
ID_00781,105年2月,信義區,不明,不明,65歲以上,女,婚姻暴力,1
ID_00782,105年2月,信義區,不明,不明,65歲以上, ,其他家虐,1
ID_00783,105年2月,信義區,不明,不明,65歲以上,男,老人虐待,1
ID_00784,105年2月,信義區,不明,不明,65歲以上,男,婚姻暴力,2
ID_00785,105年2月,信義區,不明,不明,6-未滿12歲,男,非保護性案件,1
ID_00786,105年2月,信義區,不明,不明,6-未滿12歲,男,婚姻暴力,1
ID_00787,105年2月,信義區,不明,不明,未滿6歲,女,兒少保護,1
ID_00788,105年2月,信義區,不明,不明,未滿6歲, ,兒少保護,1
ID_00789,105年2月,信義區,中坡里,63000020024,65歲以上,男,老人虐待,1
ID_00790,105年2月,信義區,六合里,63000020032,40-未滿65歲,女,婚姻暴力,1
ID_00791,105年2月,信義區,正和里,63000020002,40-未滿65歲,女,其他家虐,1
ID_00792,105年2月,信義區,安康里,63000020009,12-未滿18歲,女,兒少保護,1
ID_00793,105年2月,信義區,安康里,63000020009,20-未滿40歲,女,婚姻暴力,1
ID_00794,105年2月,信義區,泰和里,63000020033,20-未滿40歲,女,婚姻暴力,1
ID_00795,105年2月,信義區,廣居里,63000020008,65歲以上,女,婚姻暴力,1
ID_00796,105年2月,信義區,興隆里,63000020003,12-未滿18歲,男,兒少保護,1
ID_00797,105年2月,南港區,不明,不明,12-未滿18歲,女,非保護性案件,1
ID_00798,105年2月,南港區,不明,不明,12-未滿18歲,男,非保護性案件,1
ID_00799,105年2月,南港區,不明,不明,18-未滿20歲,男,其他家虐,1
ID_00800,105年2月,南港區,不明,不明,20-未滿40歲,女,其他家虐,2
ID_00801,105年2月,南港區,不明,不明,20-未滿40歲,女,婚姻暴力,8
ID_00802,105年2月,南港區,不明,不明,20-未滿40歲, ,其他家虐,1
ID_00803,105年2月,南港區,不明,不明,20-未滿40歲,男,其他家虐,2
ID_00804,105年2月,南港區,不明,不明,20-未滿40歲,男,非保護性案件,1
ID_00805,105年2月,南港區,不明,不明,40-未滿65歲,女,其他家虐,3
ID_00806,105年2月,南港區,不明,不明,40-未滿65歲,女,非保護性案件,1
ID_00807,105年2月,南港區,不明,不明,40-未滿65歲,女,婚姻暴力,4
ID_00808,105年2月,南港區,不明,不明,40-未滿65歲,男,其他家虐,3
ID_00809,105年2月,南港區,不明,不明,40-未滿65歲,男,婚姻暴力,2
ID_00810,105年2月,南港區,仁福里,63000090019,20-未滿40歲,男,其他家虐,1
ID_00811,105年2月,南港區,成福里,63000090011,40-未滿65歲,女,其他家虐,1
ID_00812,105年2月,南港區,成福里,63000090011,40-未滿65歲,男,婚姻暴力,1
ID_00813,105年2月,南港區,百福里,63000090014,20-未滿40歲,女,婚姻暴力,1
ID_00814,105年2月,南港區,新光里,63000090006,65歲以上,女,老人虐待,1
ID_00815,105年2月,南港區,舊莊里,63000090016,20-未滿40歲,女,婚姻暴力,1
ID_00816,105年2月,南港區,舊莊里,63000090016,40-未滿65歲,男,婚姻暴力,1
ID_00817,105年2月,萬華區,不明,不明,12-未滿18歲,男,非保護性案件,1
ID_00818,105年2月,萬華區,不明,不明,20-未滿40歲,女,其他家虐,6
ID_00819,105年2月,萬華區,不明,不明,20-未滿40歲,女,婚姻暴力,9
ID_00820,105年2月,萬華區,不明,不明,20-未滿40歲,男,其他家虐,2
ID_00821,105年2月,萬華區,不明,不明,20-未滿40歲,男,非保護性案件,2
ID_00822,105年2月,萬華區,不明,不明,40-未滿65歲,女,其他家虐,5
ID_00823,105年2月,萬華區,不明,不明,40-未滿65歲,女,非保護性案件,1
ID_00824,105年2月,萬華區,不明,不明,40-未滿65歲,女,婚姻暴力,7
ID_00825,105年2月,萬華區,不明,不明,40-未滿65歲,男,其他家虐,5
ID_00826,105年2月,萬華區,不明,不明,40-未滿65歲,男,婚姻暴力,2
ID_00827,105年2月,萬華區,不明,不明,65歲以上,女,其他家虐,1
ID_00828,105年2月,萬華區,不明,不明,65歲以上,女,婚姻暴力,3
ID_00829,105年2月,萬華區,不明,不明,65歲以上,男,老人虐待,1
ID_00830,105年2月,萬華區,不明,不明,65歲以上,男,其他家虐,1
ID_00831,105年2月,萬華區,不明,不明,6-未滿12歲,男,兒少保護,2
ID_00832,105年2月,萬華區,不明,不明,未滿6歲,女,兒少保護,1
ID_00833,105年2月,萬華區,不明,不明,未滿6歲,女,非保護性案件,1
