編號,時間,區,村里,村里代碼,年齡區間,性別,案件類型,總計
ID_05745,105年12月,大安區,不明,不明,40-未滿65歲,2,非保護性案件,1
ID_05746,105年12月,大安區,不明,不明,40-未滿65歲,2,婚姻暴力,4
ID_05747,105年12月,大安區,不明,不明,40-未滿65歲,1,其他家虐,1
ID_05748,105年12月,大安區,不明,不明,40-未滿65歲,1,非保護性案件,1
ID_05749,105年12月,大安區,不明,不明,40-未滿65歲,1,婚姻暴力,2
ID_05750,105年12月,大安區,不明,不明,65歲以上,2,不明,1
ID_05751,105年12月,大安區,不明,不明,65歲以上,2,老人虐待,1
ID_05752,105年12月,大安區,不明,不明,65歲以上,2,婚姻暴力,1
ID_05753,105年12月,大安區,不明,不明,65歲以上,1,老人虐待,1
ID_05754,105年12月,大安區,不明,不明,65歲以上,1,非保護性案件,1
ID_05755,105年12月,大安區,不明,不明,65歲以上,1,婚姻暴力,1
ID_05756,105年12月,大安區,不明,不明,6-未滿12歲,2,非保護性案件,1
ID_05757,105年12月,大安區,不明,不明,6-未滿12歲,1,非保護性案件,1
ID_05758,105年12月,大安區,不明,不明,未滿6歲,2,兒少保護,1
ID_05759,105年12月,大安區,不明,不明,未滿6歲,1,兒少保護,1
ID_05760,105年12月,大安區,不明,不明,未滿6歲,1,非保護性案件,1
ID_05761,105年12月,大安區,仁慈里,63000030002,40-未滿65歲,2,婚姻暴力,1
ID_05762,105年12月,大安區,民輝里,63000030007,20-未滿40歲,2,婚姻暴力,1
ID_05763,105年12月,大安區,民輝里,63000030007,40-未滿65歲,2,婚姻暴力,2
ID_05764,105年12月,大安區,光武里,63000030010,12-未滿18歲,2,非保護性案件,1
ID_05765,105年12月,大安區,光武里,63000030010,20-未滿40歲,2,婚姻暴力,1
ID_05766,105年12月,大安區,光武里,63000030010,40-未滿65歲,1,婚姻暴力,1
ID_05767,105年12月,大安區,光武里,63000030010,6-未滿12歲,2,兒少保護,1
ID_05768,105年12月,大安區,全安里,63000030035,40-未滿65歲,2,婚姻暴力,2
ID_05769,105年12月,大安區,全安里,63000030035,40-未滿65歲,1,婚姻暴力,2
ID_05770,105年12月,大安區,車層里,63000030055,40-未滿65歲,2,其他家虐,1
ID_05771,105年12月,大安區,和安里,63000030003,40-未滿65歲,2,其他家虐,1
ID_05772,105年12月,大安區,和安里,63000030003,40-未滿65歲,1,非保護性案件,1
ID_05773,105年12月,大安區,昌隆里,63000030008,20-未滿40歲,2,婚姻暴力,1
ID_05774,105年12月,大安區,昌隆里,63000030008,40-未滿65歲,2,婚姻暴力,1
ID_05775,105年12月,大安區,法治里,63000030034,40-未滿65歲,2,婚姻暴力,1
ID_05776,105年12月,大安區,芳和里,63000030044,20-未滿40歲,2,婚姻暴力,1
ID_05777,105年12月,大安區,虎嘯里,63000030038,20-未滿40歲,2,不明,1
ID_05778,105年12月,大安區,虎嘯里,63000030038,20-未滿40歲,2,婚姻暴力,1
ID_05779,105年12月,大安區,虎嘯里,63000030038,65歲以上,2,老人虐待,1
ID_05780,105年12月,大安區,建安里,63000030049,20-未滿40歲,2,婚姻暴力,1
ID_05781,105年12月,大安區,通化里,63000030031,20-未滿40歲,2,婚姻暴力,1
ID_05782,105年12月,大安區,敦煌里,63000030053,20-未滿40歲,2,其他家虐,1
ID_05783,105年12月,大安區,華聲里,63000030054,20-未滿40歲,2,婚姻暴力,1
ID_05784,105年12月,大安區,新龍里,63000030023,65歲以上,2,老人虐待,1
ID_05785,105年12月,大安區,新龍里,63000030023,65歲以上,2,婚姻暴力,1
ID_05786,105年12月,大安區,義安里,63000030030,40-未滿65歲,2,婚姻暴力,1
ID_05787,105年12月,大安區,群英里,63000030037,20-未滿40歲,2,婚姻暴力,1
ID_05788,105年12月,大安區,誠安里,63000030009,20-未滿40歲,2,其他家虐,1
ID_05789,105年12月,大安區,黎孝里,63000030047,40-未滿65歲,2,其他家虐,2
ID_05790,105年12月,大安區,黎孝里,63000030047,40-未滿65歲,2,婚姻暴力,1
ID_05791,105年12月,大安區,黎和里,63000030048,40-未滿65歲,2,婚姻暴力,1
ID_05792,105年12月,大安區,黎和里,63000030048,65歲以上,1,老人虐待,1
ID_05793,105年12月,大安區,錦安里,63000030016,40-未滿65歲,2,婚姻暴力,2
ID_05794,105年12月,大安區,錦泰里,63000030020,40-未滿65歲,2,婚姻暴力,1
ID_05795,105年12月,大安區,錦泰里,63000030020,40-未滿65歲,1,婚姻暴力,1
ID_05796,105年12月,不明,不明,不明,12-未滿18歲,2,兒少保護,1
ID_05797,105年12月,不明,不明,不明,12-未滿18歲,2,其他家虐,1
ID_05798,105年12月,不明,不明,不明,12-未滿18歲,1,兒少保護,1
ID_05799,105年12月,不明,不明,不明,18-未滿20歲,2,其他家虐,3
ID_05800,105年12月,不明,不明,不明,18-未滿20歲,1,其他家虐,1
ID_05801,105年12月,不明,不明,不明,20-未滿40歲,2,不明,1
ID_05802,105年12月,不明,不明,不明,20-未滿40歲,2,其他家虐,10
ID_05803,105年12月,不明,不明,不明,20-未滿40歲,2,非保護性案件,1
ID_05804,105年12月,不明,不明,不明,20-未滿40歲,2,婚姻暴力,21
ID_05805,105年12月,不明,不明,不明,20-未滿40歲,1,非保護性案件,1
ID_05806,105年12月,不明,不明,不明,20-未滿40歲,1,婚姻暴力,1
ID_05807,105年12月,不明,不明,不明,40-未滿65歲,2,不明,1
ID_05808,105年12月,不明,不明,不明,40-未滿65歲,2,其他家虐,3
ID_05809,105年12月,不明,不明,不明,40-未滿65歲,2,非保護性案件,3
ID_05810,105年12月,不明,不明,不明,40-未滿65歲,2,婚姻暴力,12
ID_05811,105年12月,不明,不明,不明,40-未滿65歲, ,婚姻暴力,1
ID_05812,105年12月,不明,不明,不明,40-未滿65歲,1,其他家虐,1
ID_05813,105年12月,不明,不明,不明,65歲以上,2,不明,1
ID_05814,105年12月,不明,不明,不明,65歲以上,2,老人虐待,2
ID_05815,105年12月,不明,不明,不明,65歲以上,2,婚姻暴力,1
ID_05816,105年12月,不明,不明,不明,65歲以上, ,非保護性案件,9
ID_05817,105年12月,不明,不明,不明,65歲以上,1,不明,1
ID_05818,105年12月,不明,不明,不明,65歲以上,1,其他家虐,1
ID_05819,105年12月,不明,不明,不明,6-未滿12歲,2,兒少保護,2
ID_05820,105年12月,不明,不明,不明,6-未滿12歲,2,非保護性案件,3
ID_05821,105年12月,不明,不明,不明,6-未滿12歲,1,兒少保護,2
ID_05822,105年12月,不明,不明,不明,6-未滿12歲,1,非保護性案件,2
ID_05823,105年12月,不明,不明,不明,未滿6歲,2,兒少保護,1
ID_05824,105年12月,不明,不明,不明,未滿6歲,2,非保護性案件,1
ID_05825,105年12月,不明,不明,不明,未滿6歲,1,兒少保護,6
ID_05826,105年12月,不明,不明,不明,未滿6歲,1,非保護性案件,2
ID_05827,105年12月,中山區,大佳里,63000040017,20-未滿40歲,2,其他家虐,1
ID_05828,105年12月,中山區,不明,不明,12-未滿18歲,2,其他家虐,1
ID_05829,105年12月,中山區,不明,不明,12-未滿18歲,1,不明,1
ID_05830,105年12月,中山區,不明,不明,12-未滿18歲,1,兒少保護,1
ID_05831,105年12月,中山區,不明,不明,12-未滿18歲,1,非保護性案件,2
ID_05832,105年12月,中山區,不明,不明,18-未滿20歲,2,不明,1
ID_05833,105年12月,中山區,不明,不明,18-未滿20歲,2,其他家虐,2
ID_05834,105年12月,中山區,不明,不明,18-未滿20歲,2,婚姻暴力,2
ID_05835,105年12月,中山區,不明,不明,18-未滿20歲, ,其他家虐,1
ID_05836,105年12月,中山區,不明,不明,18-未滿20歲,1,其他家虐,1
ID_05837,105年12月,中山區,不明,不明,20-未滿40歲,2,其他家虐,8
ID_05838,105年12月,中山區,不明,不明,20-未滿40歲,2,非保護性案件,1
ID_05839,105年12月,中山區,不明,不明,20-未滿40歲,2,婚姻暴力,11
ID_05840,105年12月,中山區,不明,不明,20-未滿40歲, ,婚姻暴力,1
ID_05841,105年12月,中山區,不明,不明,20-未滿40歲,1,其他家虐,2
ID_05842,105年12月,中山區,不明,不明,20-未滿40歲,1,婚姻暴力,1
ID_05843,105年12月,中山區,不明,不明,40-未滿65歲,2,不明,1
ID_05844,105年12月,中山區,不明,不明,40-未滿65歲,2,老人虐待,1
ID_05845,105年12月,中山區,不明,不明,40-未滿65歲,2,其他家虐,6
ID_05846,105年12月,中山區,不明,不明,40-未滿65歲,2,婚姻暴力,10
ID_05847,105年12月,中山區,不明,不明,40-未滿65歲,1,其他家虐,4
ID_05848,105年12月,中山區,不明,不明,65歲以上,2,其他家虐,1
ID_05849,105年12月,中山區,不明,不明,65歲以上,1,婚姻暴力,2
ID_05850,105年12月,中山區,不明,不明,6-未滿12歲,2,其他家虐,1
ID_05851,105年12月,中山區,不明,不明,6-未滿12歲,1,兒少保護,1
ID_05852,105年12月,中山區,不明,不明,6-未滿12歲,1,其他家虐,1
ID_05853,105年12月,中山區,不明,不明,未滿6歲,2,兒少保護,1
ID_05854,105年12月,中山區,不明,不明,未滿6歲,2,非保護性案件,3
ID_05855,105年12月,中山區,中山里,63000040006,65歲以上,1,婚姻暴力,1
ID_05856,105年12月,中山區,中庄里,63000040023,20-未滿40歲,1,婚姻暴力,1
ID_05857,105年12月,中山區,中原里,63000040031,40-未滿65歲,1,老人虐待,1
ID_05858,105年12月,中山區,中原里,63000040031,40-未滿65歲,1,婚姻暴力,1
ID_05859,105年12月,中山區,正守里,63000040001,40-未滿65歲,2,婚姻暴力,1
ID_05860,105年12月,中山區,正義里,63000040002,20-未滿40歲,2,婚姻暴力,1
ID_05861,105年12月,中山區,正義里,63000040002,40-未滿65歲,1,婚姻暴力,1
ID_05862,105年12月,中山區,成功里,63000040015,20-未滿40歲,2,其他家虐,1
ID_05863,105年12月,中山區,朱馥里,63000040034,20-未滿40歲,2,婚姻暴力,1
ID_05864,105年12月,中山區,江山里,63000040029,20-未滿40歲,2,婚姻暴力,1
ID_05865,105年12月,中山區,江山里,63000040029,40-未滿65歲,1,婚姻暴力,1
ID_05866,105年12月,中山區,行仁里,63000040025,12-未滿18歲,2,其他家虐,1
ID_05867,105年12月,中山區,埤頭里,63000040037,20-未滿40歲,2,婚姻暴力,1
ID_05868,105年12月,中山區,埤頭里,63000040037,65歲以上,2,婚姻暴力,1
ID_05869,105年12月,中山區,晴光里,63000040011,6-未滿12歲,2,兒少保護,1
ID_05870,105年12月,中山區,集英里,63000040008,20-未滿40歲,1,婚姻暴力,1
ID_05871,105年12月,中山區,新庄里,63000040019,20-未滿40歲,2,婚姻暴力,1
ID_05872,105年12月,中山區,新庄里,63000040019,40-未滿65歲,2,婚姻暴力,1
ID_05873,105年12月,中山區,新庄里,63000040019,6-未滿12歲,1,非保護性案件,1
ID_05874,105年12月,中山區,新喜里,63000040018,20-未滿40歲,2,婚姻暴力,1
ID_05875,105年12月,中山區,新喜里,63000040018,40-未滿65歲,2,其他家虐,1
ID_05876,105年12月,中山區,新福里,63000040020,20-未滿40歲,2,婚姻暴力,1
ID_05877,105年12月,中山區,聚盛里,63000040007,20-未滿40歲,2,婚姻暴力,2
ID_05878,105年12月,中正區,三愛里,63000050031,20-未滿40歲,2,非保護性案件,1
ID_05879,105年12月,中正區,三愛里,63000050031,40-未滿65歲,2,婚姻暴力,1
ID_05880,105年12月,中正區,不明,不明,12-未滿18歲,2,兒少保護,1
ID_05881,105年12月,中正區,不明,不明,12-未滿18歲,1,兒少保護,1
ID_05882,105年12月,中正區,不明,不明,20-未滿40歲,2,不明,1
ID_05883,105年12月,中正區,不明,不明,20-未滿40歲,2,其他家虐,2
ID_05884,105年12月,中正區,不明,不明,20-未滿40歲,2,婚姻暴力,3
ID_05885,105年12月,中正區,不明,不明,20-未滿40歲,1,其他家虐,1
ID_05886,105年12月,中正區,不明,不明,40-未滿65歲,2,其他家虐,5
ID_05887,105年12月,中正區,不明,不明,40-未滿65歲,2,婚姻暴力,5
ID_05888,105年12月,中正區,不明,不明,40-未滿65歲,1,其他家虐,1
ID_05889,105年12月,中正區,不明,不明,40-未滿65歲,1,婚姻暴力,3
ID_05890,105年12月,中正區,不明,不明,65歲以上,2,老人虐待,1
ID_05891,105年12月,中正區,不明,不明,65歲以上,2,婚姻暴力,1
ID_05892,105年12月,中正區,不明,不明,65歲以上,1,其他家虐,1
ID_05893,105年12月,中正區,不明,不明,65歲以上,1,婚姻暴力,1
ID_05894,105年12月,中正區,不明,不明,6-未滿12歲,1,其他家虐,1
ID_05895,105年12月,中正區,幸福里,63000050026,65歲以上,1,婚姻暴力,1
ID_05896,105年12月,中正區,南福里,63000050019,未滿6歲,1,兒少保護,1
ID_05897,105年12月,內湖區,大湖里,63000100012,6-未滿12歲,1,兒少保護,1
ID_05898,105年12月,內湖區,不明,不明,12-未滿18歲,2,兒少保護,1
ID_05899,105年12月,內湖區,不明,不明,12-未滿18歲,2,其他家虐,2
ID_05900,105年12月,內湖區,不明,不明,12-未滿18歲,2,非保護性案件,1
ID_05901,105年12月,內湖區,不明,不明,12-未滿18歲,1,兒少保護,1
ID_05902,105年12月,內湖區,不明,不明,12-未滿18歲,1,非保護性案件,1
ID_05903,105年12月,內湖區,不明,不明,18-未滿20歲,2,其他家虐,1
ID_05904,105年12月,內湖區,不明,不明,18-未滿20歲,2,非保護性案件,1
ID_05905,105年12月,內湖區,不明,不明,20-未滿40歲,2,不明,1
ID_05906,105年12月,內湖區,不明,不明,20-未滿40歲,2,其他家虐,9
ID_05907,105年12月,內湖區,不明,不明,20-未滿40歲,2,婚姻暴力,9
ID_05908,105年12月,內湖區,不明,不明,20-未滿40歲,1,其他家虐,1
ID_05909,105年12月,內湖區,不明,不明,40-未滿65歲,2,其他家虐,4
ID_05910,105年12月,內湖區,不明,不明,40-未滿65歲,2,非保護性案件,1
ID_05911,105年12月,內湖區,不明,不明,40-未滿65歲,2,婚姻暴力,8
ID_05912,105年12月,內湖區,不明,不明,40-未滿65歲,1,其他家虐,4
ID_05913,105年12月,內湖區,不明,不明,40-未滿65歲,1,婚姻暴力,2
ID_05914,105年12月,內湖區,不明,不明,65歲以上,2,老人虐待,4
ID_05915,105年12月,內湖區,不明,不明,65歲以上,2,非保護性案件,1
ID_05916,105年12月,內湖區,不明,不明,65歲以上,2,婚姻暴力,3
ID_05917,105年12月,內湖區,不明,不明,6-未滿12歲,2,兒少保護,2
ID_05918,105年12月,內湖區,不明,不明,6-未滿12歲,2,非保護性案件,2
ID_05919,105年12月,內湖區,不明,不明,6-未滿12歲,1,兒少保護,3
ID_05920,105年12月,內湖區,不明,不明,未滿6歲,2,不明,1
ID_05921,105年12月,內湖區,不明,不明,未滿6歲,2,兒少保護,3
ID_05922,105年12月,內湖區,不明,不明,未滿6歲,2,非保護性案件,1
ID_05923,105年12月,內湖區,不明,不明,未滿6歲,1,兒少保護,1
ID_05924,105年12月,內湖區,內湖里,63000100009,20-未滿40歲,2,婚姻暴力,1
ID_05925,105年12月,內湖區,安湖里,63000100031,65歲以上,2,老人虐待,1
ID_05926,105年12月,內湖區,行善里,63000100027,20-未滿40歲,2,婚姻暴力,1
ID_05927,105年12月,內湖區,行善里,63000100027,20-未滿40歲,1,婚姻暴力,1
ID_05928,105年12月,內湖區,西康里,63000100002,20-未滿40歲,1,其他家虐,1
ID_05929,105年12月,內湖區,西康里,63000100002,40-未滿65歲,2,婚姻暴力,2
ID_05930,105年12月,內湖區,西康里,63000100002,40-未滿65歲,1,婚姻暴力,1
ID_05931,105年12月,內湖區,西湖里,63000100001,40-未滿65歲,2,其他家虐,1
ID_05932,105年12月,內湖區,明湖里,63000100036,65歲以上,2,老人虐待,1
ID_05933,105年12月,內湖區,東湖里,63000100023,12-未滿18歲,2,非保護性案件,1
ID_05934,105年12月,內湖區,東湖里,63000100023,20-未滿40歲,2,婚姻暴力,1
ID_05935,105年12月,內湖區,東湖里,63000100023,65歲以上,2,老人虐待,1
ID_05936,105年12月,內湖區,金湖里,63000100034,40-未滿65歲,2,其他家虐,1
ID_05937,105年12月,內湖區,金湖里,63000100034,40-未滿65歲,2,婚姻暴力,1
ID_05938,105年12月,內湖區,金瑞里,63000100014,20-未滿40歲,2,婚姻暴力,1
ID_05939,105年12月,內湖區,金瑞里,63000100014,20-未滿40歲,1,婚姻暴力,1
ID_05940,105年12月,內湖區,金龍里,63000100013,20-未滿40歲,2,婚姻暴力,1
ID_05941,105年12月,內湖區,金龍里,63000100013,40-未滿65歲,2,其他家虐,1
ID_05942,105年12月,內湖區,金龍里,63000100013,40-未滿65歲,1,婚姻暴力,1
ID_05943,105年12月,內湖區,湖興里,63000100029,20-未滿40歲,2,婚姻暴力,1
ID_05944,105年12月,內湖區,湖濱里,63000100010,40-未滿65歲,1,婚姻暴力,1
ID_05945,105年12月,內湖區,湖濱里,63000100010,65歲以上,2,老人虐待,1
ID_05946,105年12月,內湖區,湖濱里,63000100010,65歲以上,2,婚姻暴力,1
ID_05947,105年12月,內湖區,紫星里,63000100011,20-未滿40歲,2,婚姻暴力,1
ID_05948,105年12月,內湖區,紫星里,63000100011,40-未滿65歲,1,其他家虐,1
ID_05949,105年12月,內湖區,紫雲里,63000100016,20-未滿40歲,2,婚姻暴力,1
ID_05950,105年12月,內湖區,瑞光里,63000100021,40-未滿65歲,2,婚姻暴力,1
ID_05951,105年12月,內湖區,葫洲里,63000100018,40-未滿65歲,2,婚姻暴力,1
ID_05952,105年12月,內湖區,樂康里,63000100024,18-未滿20歲,2,不明,1
ID_05953,105年12月,內湖區,麗山里,63000100038,未滿6歲,2,非保護性案件,1
ID_05954,105年12月,內湖區,寶湖里,63000100039,40-未滿65歲,2,婚姻暴力,1
ID_05955,105年12月,內湖區,蘆洲里,63000100037,40-未滿65歲,1,婚姻暴力,1
ID_05956,105年12月,文山區,不明,不明,12-未滿18歲,2,其他家虐,1
ID_05957,105年12月,文山區,不明,不明,12-未滿18歲,1,非保護性案件,1
ID_05958,105年12月,文山區,不明,不明,18-未滿20歲,2,其他家虐,2
ID_05959,105年12月,文山區,不明,不明,20-未滿40歲,2,不明,1
ID_05960,105年12月,文山區,不明,不明,20-未滿40歲,2,其他家虐,2
ID_05961,105年12月,文山區,不明,不明,20-未滿40歲,2,非保護性案件,1
ID_05962,105年12月,文山區,不明,不明,20-未滿40歲,2,婚姻暴力,1
ID_05963,105年12月,文山區,不明,不明,40-未滿65歲,2,不明,1
ID_05964,105年12月,文山區,不明,不明,40-未滿65歲,2,其他家虐,3
ID_05965,105年12月,文山區,不明,不明,40-未滿65歲,2,婚姻暴力,4
ID_05966,105年12月,文山區,不明,不明,40-未滿65歲,1,其他家虐,2
ID_05967,105年12月,文山區,不明,不明,40-未滿65歲,1,婚姻暴力,1
ID_05968,105年12月,文山區,不明,不明,65歲以上,2,老人虐待,4
ID_05969,105年12月,文山區,不明,不明,65歲以上,2,婚姻暴力,2
ID_05970,105年12月,文山區,不明,不明,65歲以上,1,婚姻暴力,1
ID_05971,105年12月,文山區,不明,不明,6-未滿12歲,2,其他家虐,1
ID_05972,105年12月,文山區,不明,不明,6-未滿12歲,1,兒少保護,2
ID_05973,105年12月,文山區,不明,不明,6-未滿12歲,1,非保護性案件,1
ID_05974,105年12月,文山區,不明,不明,未滿6歲,2,兒少保護,1
ID_05975,105年12月,文山區,不明,不明,未滿6歲,1,兒少保護,1
ID_05976,105年12月,文山區,不明,不明,未滿6歲,1,非保護性案件,1
ID_05977,105年12月,文山區,木新里,63000080028,20-未滿40歲,2,婚姻暴力,2
ID_05978,105年12月,文山區,老泉里,63000080037,20-未滿40歲,1,其他家虐,1
ID_05979,105年12月,文山區,明興里,63000080026,20-未滿40歲,2,婚姻暴力,1
ID_05980,105年12月,文山區,博嘉里,63000080034,20-未滿40歲,2,婚姻暴力,1
ID_05981,105年12月,文山區,景東里,63000080002,40-未滿65歲,2,婚姻暴力,1
ID_05982,105年12月,文山區,景美里,63000080003,40-未滿65歲,2,婚姻暴力,1
ID_05983,105年12月,文山區,景慶里,63000080004,40-未滿65歲,1,婚姻暴力,1
ID_05984,105年12月,文山區,順興里,63000080029,40-未滿65歲,2,婚姻暴力,1
ID_05985,105年12月,文山區,萬年里,63000080010,20-未滿40歲,2,婚姻暴力,1
ID_05986,105年12月,文山區,萬年里,63000080010,40-未滿65歲,2,婚姻暴力,1
ID_05987,105年12月,文山區,萬芳里,63000080033,20-未滿40歲,2,其他家虐,1
ID_05988,105年12月,文山區,萬芳里,63000080033,20-未滿40歲,2,非保護性案件,1
ID_05989,105年12月,文山區,萬芳里,63000080033,40-未滿65歲,2,其他家虐,3
ID_05990,105年12月,文山區,萬芳里,63000080033,40-未滿65歲,2,婚姻暴力,2
ID_05991,105年12月,文山區,萬美里,63000080039,40-未滿65歲,1,婚姻暴力,1
ID_05992,105年12月,文山區,萬興里,63000080035,6-未滿12歲,1,兒少保護,1
ID_05993,105年12月,文山區,試院里,63000080023,12-未滿18歲,1,非保護性案件,1
ID_05994,105年12月,文山區,試院里,63000080023,20-未滿40歲,2,婚姻暴力,1
ID_05995,105年12月,文山區,試院里,63000080023,40-未滿65歲,2,婚姻暴力,1
ID_05996,105年12月,文山區,試院里,63000080023,40-未滿65歲,1,婚姻暴力,1
ID_05997,105年12月,文山區,樟文里,63000080041,40-未滿65歲,2,婚姻暴力,1
ID_05998,105年12月,文山區,樟文里,63000080041,40-未滿65歲,1,婚姻暴力,1
ID_05999,105年12月,文山區,樟新里,63000080031,65歲以上,1,老人虐待,1
ID_06000,105年12月,文山區,樟腳里,63000080032,20-未滿40歲,2,婚姻暴力,1
ID_06001,105年12月,文山區,樟樹里,63000080043,20-未滿40歲,1,婚姻暴力,1
ID_06002,105年12月,文山區,樟樹里,63000080043,40-未滿65歲,2,婚姻暴力,1
ID_06003,105年12月,文山區,興邦里,63000080042,20-未滿40歲,2,婚姻暴力,1
ID_06004,105年12月,文山區,興邦里,63000080042,40-未滿65歲,2,其他家虐,1
ID_06005,105年12月,文山區,興邦里,63000080042,40-未滿65歲,1,其他家虐,1
ID_06006,105年12月,文山區,興邦里,63000080042,65歲以上,2,其他家虐,1
ID_06007,105年12月,文山區,興泰里,63000080021,40-未滿65歲,2,婚姻暴力,1
ID_06008,105年12月,文山區,興得里,63000080016,20-未滿40歲,1,婚姻暴力,1
ID_06009,105年12月,文山區,興業里,63000080017,20-未滿40歲,2,婚姻暴力,2
ID_06010,105年12月,文山區,興業里,63000080017,40-未滿65歲,2,其他家虐,1
ID_06011,105年12月,北投區,不明,不明,12-未滿18歲,1,兒少保護,1
ID_06012,105年12月,北投區,不明,不明,12-未滿18歲,1,其他家虐,1
ID_06013,105年12月,北投區,不明,不明,12-未滿18歲,1,非保護性案件,2
ID_06014,105年12月,北投區,不明,不明,18-未滿20歲,2,婚姻暴力,1
ID_06015,105年12月,北投區,不明,不明,20-未滿40歲,2,不明,1
ID_06016,105年12月,北投區,不明,不明,20-未滿40歲,2,其他家虐,5
ID_06017,105年12月,北投區,不明,不明,20-未滿40歲,2,非保護性案件,1
ID_06018,105年12月,北投區,不明,不明,20-未滿40歲,2,婚姻暴力,8
ID_06019,105年12月,北投區,不明,不明,20-未滿40歲,1,其他家虐,5
ID_06020,105年12月,北投區,不明,不明,20-未滿40歲,1,非保護性案件,2
ID_06021,105年12月,北投區,不明,不明,20-未滿40歲,1,婚姻暴力,2
ID_06022,105年12月,北投區,不明,不明,40-未滿65歲,2,其他家虐,10
ID_06023,105年12月,北投區,不明,不明,40-未滿65歲,2,非保護性案件,1
ID_06024,105年12月,北投區,不明,不明,40-未滿65歲,2,婚姻暴力,12
ID_06025,105年12月,北投區,不明,不明,40-未滿65歲,1,其他家虐,4
ID_06026,105年12月,北投區,不明,不明,40-未滿65歲,1,婚姻暴力,3
ID_06027,105年12月,北投區,不明,不明,65歲以上,2,老人虐待,2
ID_06028,105年12月,北投區,不明,不明,65歲以上,2,婚姻暴力,1
ID_06029,105年12月,北投區,不明,不明,65歲以上,1,老人虐待,2
ID_06030,105年12月,北投區,不明,不明,6-未滿12歲,2,兒少保護,1
ID_06031,105年12月,北投區,不明,不明,6-未滿12歲,2,非保護性案件,3
ID_06032,105年12月,北投區,不明,不明,6-未滿12歲,1,非保護性案件,1
ID_06033,105年12月,北投區,不明,不明,未滿6歲,2,非保護性案件,1
ID_06034,105年12月,北投區,不明,不明,未滿6歲,1,兒少保護,1
ID_06035,105年12月,北投區,不明,不明,未滿6歲,1,非保護性案件,1
ID_06036,105年12月,北投區,中心里,63000120027,20-未滿40歲,2,婚姻暴力,1
ID_06037,105年12月,北投區,中心里,63000120027,40-未滿65歲,1,婚姻暴力,1
ID_06038,105年12月,北投區,文化里,63000120033,65歲以上,2,婚姻暴力,1
ID_06039,105年12月,北投區,永明里,63000120011,20-未滿40歲,2,其他家虐,1
ID_06040,105年12月,北投區,永明里,63000120011,20-未滿40歲,2,婚姻暴力,1
ID_06041,105年12月,北投區,石牌里,63000120003,20-未滿40歲,2,婚姻暴力,1
ID_06042,105年12月,北投區,秀山里,63000120032,20-未滿40歲,2,其他家虐,1
ID_06043,105年12月,北投區,奇岩里,63000120020,40-未滿65歲,2,婚姻暴力,1
ID_06044,105年12月,北投區,奇岩里,63000120020,65歲以上,2,老人虐待,1
ID_06045,105年12月,北投區,奇岩里,63000120020,65歲以上,1,婚姻暴力,1
ID_06046,105年12月,北投區,長安里,63000120023,12-未滿18歲,2,非保護性案件,1
ID_06047,105年12月,北投區,長安里,63000120023,40-未滿65歲,2,婚姻暴力,1
ID_06048,105年12月,北投區,泉源里,63000120039,12-未滿18歲,1,兒少保護,1
ID_06049,105年12月,北投區,振華里,63000120008,20-未滿40歲,2,婚姻暴力,1
ID_06050,105年12月,北投區,振華里,63000120008,20-未滿40歲,1,其他家虐,1
ID_06051,105年12月,北投區,桃源里,63000120036,20-未滿40歲,2,其他家虐,1
ID_06052,105年12月,北投區,尊賢里,63000120015,65歲以上,2,老人虐待,2
ID_06053,105年12月,北投區,智仁里,63000120031,40-未滿65歲,1,其他家虐,1
ID_06054,105年12月,北投區,湖田里,63000120042,6-未滿12歲,2,非保護性案件,1
ID_06055,105年12月,北投區,開明里,63000120029,40-未滿65歲,2,婚姻暴力,1
ID_06056,105年12月,北投區,溫泉里,63000120025,40-未滿65歲,1,其他家虐,1
ID_06057,105年12月,北投區,裕民里,63000120007,12-未滿18歲,1,兒少保護,1
ID_06058,105年12月,北投區,福興里,63000120004,40-未滿65歲,2,婚姻暴力,1
ID_06059,105年12月,北投區,關渡里,63000120038,20-未滿40歲,2,婚姻暴力,1
ID_06060,105年12月,松山區,不明,不明,18-未滿20歲,2,非保護性案件,1
ID_06061,105年12月,松山區,不明,不明,20-未滿40歲,2,其他家虐,8
ID_06062,105年12月,松山區,不明,不明,20-未滿40歲,2,婚姻暴力,8
ID_06063,105年12月,松山區,不明,不明,20-未滿40歲,1,其他家虐,2
ID_06064,105年12月,松山區,不明,不明,20-未滿40歲,1,婚姻暴力,2
ID_06065,105年12月,松山區,不明,不明,40-未滿65歲,2,其他家虐,2
ID_06066,105年12月,松山區,不明,不明,40-未滿65歲,2,婚姻暴力,2
ID_06067,105年12月,松山區,不明,不明,40-未滿65歲,1,非保護性案件,1
ID_06068,105年12月,松山區,不明,不明,40-未滿65歲,1,婚姻暴力,1
ID_06069,105年12月,松山區,不明,不明,65歲以上,2,老人虐待,1
ID_06070,105年12月,松山區,不明,不明,65歲以上, ,兒少保護,1
ID_06071,105年12月,松山區,不明,不明,65歲以上,1,老人虐待,1
ID_06072,105年12月,松山區,不明,不明,65歲以上,1,婚姻暴力,1
ID_06073,105年12月,松山區,不明,不明,6-未滿12歲,1,兒少保護,1
ID_06074,105年12月,松山區,不明,不明,未滿6歲,2,兒少保護,1
ID_06075,105年12月,松山區,民有里,63000010016,40-未滿65歲,2,婚姻暴力,1
